player_name,surface,tourney_level,avg_ace,avg_df,avg_svpt,avg_1stIn,avg_1stWon,avg_2ndWon,avg_SvGms,avg_bpSaved,avg_bpFaced
J J Wolf,Hard,G,15.6,3.6,122.6,79.4,60.2,23.2,20.2,6.6,9.8
J J Wolf,Hard,M,5.8,3.5,75.6,40.1,28.8,15.4,11.5,5.7,9.3
Jack Draper,Clay,A,5.666666666666667,2.3333333333333335,70.33333333333333,41.666666666666664,33.0,13.333333333333334,11.333333333333334,4.0,5.333333333333333
Jack Draper,Clay,G,1.0,2.0,52.0,36.0,20.0,5.0,5.0,7.0,9.0
Jack Draper,Clay,M,5.5,3.5,98.0,63.0,44.0,14.5,13.5,7.0,10.0
Jack Draper,Hard,A,8.285714285714286,1.8571428571428572,61.57142857142857,36.857142857142854,29.642857142857142,13.357142857142858,10.285714285714286,2.357142857142857,3.5
Jack Draper,Hard,G,11.4,4.0,103.4,59.8,46.0,21.8,16.4,5.6,8.2
Jack Draper,Hard,M,6.25,2.25,53.5,32.5,22.75,10.75,7.75,4.25,5.75
Jack Sock,Clay,A,4.0,5.0,55.0,31.0,23.0,10.0,9.0,3.0,6.0
Jack Sock,Hard,A,6.666666666666667,6.0,101.33333333333333,55.333333333333336,40.333333333333336,19.333333333333332,13.333333333333334,9.0,12.0
Jack Sock,Hard,M,6.0,5.0,77.0,46.5,33.5,17.0,11.5,2.5,4.0
Jacopo Berrettini,Hard,A,1.5,4.0,55.5,33.5,22.0,8.0,8.5,2.0,5.5
Jakub Mensik,Hard,G,7.666666666666667,3.3333333333333335,97.66666666666667,49.666666666666664,37.0,26.0,16.333333333333332,2.0,5.333333333333333
James Duckworth,Grass,A,8.5,5.5,93.5,52.5,36.0,17.0,15.0,6.0,11.5
James Duckworth,Hard,A,4.666666666666667,1.3333333333333333,61.666666666666664,34.666666666666664,23.333333333333332,15.666666666666666,9.666666666666666,4.333333333333333,6.666666666666667
James Duckworth,Hard,G,7.0,3.0,101.0,57.0,35.0,27.0,16.0,5.0,8.0
James Duckworth,Hard,M,10.0,1.0,99.0,63.0,48.0,22.0,15.0,5.0,7.0
Jan Choinski,Clay,A,4.0,3.0,95.0,74.0,49.0,6.0,11.0,13.0,16.0
Jan Choinski,Grass,A,3.0,1.0,57.5,39.5,24.0,8.5,9.0,2.5,6.0
Jan Choinski,Grass,G,7.0,2.0,125.0,87.5,56.0,22.0,18.0,8.5,12.0
Jan Lennard Struff,Clay,A,11.0,4.0,86.5,50.5,34.5,19.5,13.5,3.0,5.5
Jan Lennard Struff,Clay,G,9.0,5.0,133.0,75.0,52.0,28.0,22.0,5.0,11.0
Jan Lennard Struff,Clay,M,7.545454545454546,3.3636363636363638,84.63636363636364,49.09090909090909,37.90909090909091,18.636363636363637,12.636363636363637,5.363636363636363,7.0
Jan Lennard Struff,Grass,A,15.142857142857142,4.428571428571429,77.0,46.285714285714285,37.57142857142857,16.0,12.142857142857142,2.4285714285714284,3.5714285714285716
Jan Lennard Struff,Hard,A,10.11111111111111,2.7777777777777777,76.88888888888889,47.22222222222222,35.22222222222222,14.11111111111111,12.0,3.4444444444444446,6.111111111111111
Jan Lennard Struff,Hard,G,8.0,6.0,79.0,43.0,30.0,13.0,13.0,5.0,10.0
Jan Lennard Struff,Hard,M,6.833333333333333,3.3333333333333335,89.66666666666667,51.666666666666664,36.166666666666664,19.0,13.0,5.833333333333333,8.333333333333334
Jannik Sinner,Clay,A,1.6666666666666667,1.3333333333333333,44.333333333333336,22.666666666666668,14.666666666666666,11.666666666666666,7.333333333333333,3.0,5.666666666666667
Jannik Sinner,Clay,G,8.0,2.5,128.5,75.0,55.0,30.0,20.0,3.0,5.5
Jannik Sinner,Clay,M,1.5714285714285714,1.5714285714285714,70.28571428571429,42.0,30.0,16.571428571428573,11.285714285714286,5.0,7.0
Jannik Sinner,Grass,A,6.8,1.6,68.4,41.0,31.2,14.4,11.2,3.0,4.2
Jannik Sinner,Grass,G,10.833333333333334,2.5,84.16666666666667,47.5,39.333333333333336,23.0,15.5,3.6666666666666665,5.0
Jannik Sinner,Hard,A,5.703703703703703,1.1111111111111112,64.81481481481481,40.25925925925926,30.814814814814813,14.37037037037037,10.444444444444445,2.740740740740741,3.740740740740741
Jannik Sinner,Hard,G,7.75,3.625,105.625,63.0,47.5,22.5,17.125,4.875,7.375
Jannik Sinner,Hard,M,5.181818181818182,1.6818181818181819,63.13636363636363,36.27272727272727,28.136363636363637,14.318181818181818,10.181818181818182,2.772727272727273,4.136363636363637
Jason Jung,Hard,A,1.3333333333333333,2.3333333333333335,61.666666666666664,36.666666666666664,21.666666666666668,12.333333333333334,9.333333333333334,3.0,6.666666666666667
Jason Kubler,Clay,A,4.0,1.8,57.6,38.4,26.4,9.8,9.2,3.6,5.6
Jason Kubler,Clay,G,4.0,3.5,115.0,78.0,46.0,18.0,18.0,5.0,11.0
Jason Kubler,Clay,M,2.6666666666666665,2.0,66.33333333333333,36.333333333333336,25.0,13.666666666666666,10.666666666666666,3.3333333333333335,7.0
Jason Kubler,Grass,A,8.0,4.0,73.0,39.5,27.0,15.5,12.0,4.0,8.5
Jason Kubler,Grass,G,13.0,8.0,148.5,90.5,64.5,27.5,22.0,9.0,12.5
Jason Kubler,Hard,A,9.428571428571429,1.7142857142857142,77.28571428571429,48.714285714285715,35.714285714285715,15.428571428571429,12.428571428571429,3.142857142857143,5.285714285714286
Jason Kubler,Hard,G,7.0,1.6666666666666667,79.66666666666667,51.0,37.0,15.333333333333334,13.333333333333334,2.3333333333333335,4.666666666666667
Jason Kubler,Hard,M,4.75,2.0,66.0,38.25,31.75,13.5,10.5,1.25,2.75
Jaume Munar,Clay,A,2.0,3.0,72.0625,50.0625,33.125,9.625,11.125,4.0625,7.375
Jaume Munar,Clay,G,1.0,6.0,111.0,75.0,45.0,13.0,18.0,3.0,12.0
Jaume Munar,Clay,M,1.4285714285714286,1.5714285714285714,65.57142857142857,45.0,27.285714285714285,10.571428571428571,10.0,4.142857142857143,7.714285714285714
Jaume Munar,Grass,G,2.5,6.5,116.5,76.0,48.5,19.5,16.5,9.0,13.0
Jaume Munar,Hard,A,3.3333333333333335,2.0,66.0,43.666666666666664,29.0,11.333333333333334,11.333333333333334,1.6666666666666667,5.333333333333333
Jaume Munar,Hard,G,7.0,6.0,102.0,65.0,40.0,10.0,12.0,11.0,18.0
Jaume Munar,Hard,M,4.5,2.75,72.75,48.25,35.25,11.25,11.75,2.5,4.75
Jenson Brooksby,Hard,A,3.0,1.25,69.0,40.25,28.0,15.5,9.75,3.75,5.5
Jenson Brooksby,Hard,G,4.333333333333333,2.6666666666666665,114.66666666666667,70.0,46.666666666666664,24.0,17.0,7.0,10.333333333333334
Jeremy Chardy,Clay,M,0.5,6.0,55.0,32.0,19.0,8.0,8.5,2.5,7.0
Jeremy Chardy,Grass,G,1.0,10.0,94.0,61.0,35.0,10.0,13.0,7.0,14.0
Jeremy Chardy,Hard,G,6.5,9.5,119.5,79.0,50.5,18.0,15.5,13.0,18.5
Jesper De Jong,Clay,A,2.0,3.0,58.0,32.0,20.0,9.0,8.0,3.0,7.0
Jie Cui,Hard,A,5.0,1.0,42.0,25.0,15.0,8.0,8.0,2.0,6.0
Jiri Lehecka,Clay,A,2.0,1.8,59.0,37.4,26.2,10.6,9.8,4.0,6.4
Jiri Lehecka,Clay,G,4.5,3.0,115.5,77.5,50.5,17.0,17.5,3.5,9.0
Jiri Lehecka,Clay,M,2.6,1.8,66.0,43.6,29.2,10.8,11.0,3.2,6.6
Jiri Lehecka,Grass,A,8.75,2.5,67.0,43.0,33.5,12.5,11.25,3.25,5.0
Jiri Lehecka,Grass,G,8.5,2.25,99.25,66.75,50.5,19.25,15.75,4.75,5.75
Jiri Lehecka,Hard,A,5.2631578947368425,2.0,66.84210526315789,42.1578947368421,30.473684210526315,13.210526315789474,10.68421052631579,2.8947368421052633,4.894736842105263
Jiri Lehecka,Hard,G,7.0,2.5,106.0,69.5,52.5,19.5,18.0,5.0,7.666666666666667
Jiri Lehecka,Hard,M,5.2,3.3,79.1,48.8,33.8,14.0,11.0,5.4,7.8
Jiri Vesely,Clay,G,11.0,5.0,127.0,77.0,58.0,24.0,21.0,7.0,11.0
Jiri Vesely,Grass,G,19.5,6.5,119.5,82.0,62.5,18.0,17.5,9.0,11.5
Jiri Vesely,Hard,A,8.0,5.0,47.0,27.0,20.0,8.0,9.0,1.0,4.0
Jiri Vesely,Hard,G,14.666666666666666,8.666666666666666,125.33333333333333,75.33333333333333,57.0,23.333333333333332,21.0,5.0,9.666666666666666
Joao Fonseca,Clay,A,2.0,2.0,49.0,30.0,15.0,7.0,7.0,6.0,11.0
Joao Sousa,Clay,A,2.0,2.0,76.0,43.5,27.875,14.75,11.375,5.0,9.0
Joao Sousa,Hard,A,1.0,4.0,65.0,42.0,29.0,10.0,10.0,3.0,5.0
Joao Sousa,Hard,G,4.0,0.0,66.0,48.0,29.0,6.0,12.0,1.0,6.0
John Isner,Clay,A,7.0,3.0,57.0,32.0,28.0,16.0,11.0,0.0,1.0
John Isner,Clay,G,38.0,11.0,181.0,108.0,85.0,34.0,28.0,7.0,10.0
John Isner,Grass,A,16.75,2.75,80.25,54.0,41.0,14.25,12.75,2.25,3.5
John Isner,Grass,G,17.0,6.0,107.0,62.0,46.0,19.0,19.0,4.0,9.0
John Isner,Hard,A,22.2,1.6,82.8,58.6,46.6,14.7,13.5,2.8,3.6
John Isner,Hard,G,26.666666666666668,2.3333333333333335,124.33333333333333,84.66666666666667,68.33333333333333,23.333333333333332,21.666666666666668,2.6666666666666665,4.333333333333333
John Isner,Hard,M,16.333333333333332,4.333333333333333,76.33333333333333,50.666666666666664,41.0,13.0,11.333333333333334,3.3333333333333335,3.6666666666666665
John Millman,Hard,A,4.0,2.5,80.5,53.0,35.5,12.5,12.5,4.5,8.0
John Millman,Hard,G,4.5,2.0,126.0,84.5,59.0,20.0,20.5,4.5,9.0
Jordan Thompson,Clay,A,5.0,1.0,47.5,28.5,18.0,8.0,9.0,0.5,4.5
Jordan Thompson,Clay,G,6.0,2.0,101.0,55.0,44.0,27.0,19.0,2.0,5.0
Jordan Thompson,Grass,A,7.333333333333333,0.8333333333333334,69.16666666666667,42.166666666666664,31.75,16.583333333333332,11.583333333333334,2.4166666666666665,4.0
Jordan Thompson,Grass,G,18.5,2.0,121.0,76.0,56.0,25.0,20.5,3.5,7.0
Jordan Thompson,Hard,A,8.785714285714286,1.0,67.71428571428571,40.5,30.714285714285715,15.214285714285714,10.714285714285714,2.7142857142857144,3.9285714285714284
Jordan Thompson,Hard,G,11.0,2.0,84.5,49.5,36.0,13.0,12.0,6.5,9.5
Jordan Thompson,Hard,M,6.75,1.875,82.375,46.75,34.125,19.25,12.875,3.75,6.25
Jozef Kovalik,Clay,A,2.0,2.1666666666666665,83.0,56.0,36.5,14.0,12.666666666666666,3.5,6.5
Juan Manuel Cerundolo,Clay,A,2.6,3.3,74.6,47.0,30.7,12.3,10.7,5.2,8.6
Juan Manuel Cerundolo,Clay,M,3.0,3.0,97.0,68.0,38.0,17.0,12.0,10.0,13.0
Juan Manuel Cerundolo,Grass,G,5.0,3.0,87.0,54.0,30.0,14.0,12.0,7.0,13.0
Juan Manuel Cerundolo,Hard,A,4.25,6.75,87.25,49.5,36.0,16.5,13.0,5.0,8.25
Juan Manuel Cerundolo,Hard,G,5.0,5.0,121.0,66.0,44.5,21.0,19.0,5.0,11.5
Juan Pablo Varillas,Clay,A,3.375,1.125,64.9375,38.0,26.3125,13.1875,10.125,3.4375,5.875
Juan Pablo Varillas,Clay,G,5.75,1.5,121.5,70.0,47.5,28.75,19.25,6.5,11.0
Juan Pablo Varillas,Clay,M,1.0,1.5,85.0,54.5,34.0,15.5,12.0,8.0,11.5
Juan Pablo Varillas,Grass,G,4.0,3.0,84.0,52.0,32.0,15.0,14.0,6.0,12.0
Juan Pablo Varillas,Hard,A,5.0,1.2857142857142858,69.71428571428571,40.57142857142857,27.428571428571427,13.428571428571429,10.142857142857142,3.7142857142857144,6.714285714285714
Juan Pablo Varillas,Hard,G,10.333333333333334,2.0,126.0,74.66666666666667,50.0,25.0,19.0,7.0,12.666666666666666
Juan Pablo Varillas,Hard,M,6.0,1.5,90.0,54.0,38.0,16.5,12.0,4.5,7.0
Juncheng Shang,Clay,G,1.0,6.0,147.0,96.0,57.0,24.0,21.0,6.0,13.0
Juncheng Shang,Hard,A,4.142857142857143,2.4285714285714284,68.57142857142857,43.285714285714285,29.142857142857142,13.857142857142858,11.714285714285714,3.2857142857142856,6.285714285714286
Juncheng Shang,Hard,G,2.0,1.5,112.5,77.0,53.5,19.5,17.0,6.5,9.0
Juncheng Shang,Hard,M,1.5,1.5,100.0,63.5,40.5,20.5,14.0,9.0,12.0
Jurij Rodionov,Clay,A,6.5,2.0,75.5,40.75,29.25,20.0,12.0,2.75,4.75
Jurij Rodionov,Clay,G,5.0,4.0,86.0,46.0,28.0,20.0,13.0,6.0,10.0
Jurij Rodionov,Clay,M,5.0,2.0,68.0,44.0,32.0,14.0,11.0,0.0,2.0
Jurij Rodionov,Hard,A,5.6,1.6,83.0,52.0,37.4,15.8,12.6,3.2,5.6
Kacper Zuk,Hard,A,3.0,3.0,68.0,41.0,26.0,12.0,9.0,6.0,9.0
Karen Khachanov,Clay,A,3.5,1.5,53.0,34.5,24.5,11.0,9.5,2.0,3.5
Karen Khachanov,Clay,G,9.0,2.4,118.8,73.0,50.6,24.8,18.4,4.8,8.4
Karen Khachanov,Clay,M,5.25,1.625,75.5,47.625,33.25,17.625,12.0,2.5,4.125
Karen Khachanov,Hard,A,5.882352941176471,1.8823529411764706,63.8235294117647,40.94117647058823,30.764705882352942,11.176470588235293,10.352941176470589,3.4705882352941178,5.352941176470588
Karen Khachanov,Hard,G,12.714285714285714,2.4285714285714284,106.28571428571429,69.28571428571429,51.42857142857143,18.428571428571427,15.857142857142858,5.142857142857143,7.857142857142857
Karen Khachanov,Hard,M,6.076923076923077,1.6923076923076923,68.15384615384616,43.0,33.61538461538461,13.384615384615385,11.461538461538462,2.230769230769231,3.6153846153846154
Karl Friberg,Hard,A,6.0,0.0,56.0,37.0,25.0,7.0,9.0,4.0,7.0
Kei Nishikori,Hard,A,1.6666666666666667,1.3333333333333333,70.0,47.666666666666664,35.333333333333336,12.0,10.666666666666666,2.0,3.6666666666666665
Kevin Anderson,Grass,A,9.666666666666666,3.0,63.0,41.333333333333336,32.0,9.666666666666666,9.333333333333334,4.333333333333333,6.0
Kevin Anderson,Hard,A,15.0,7.0,95.0,60.0,44.0,14.0,14.0,11.0,15.0
Kimmer Coppejans,Grass,G,4.0,2.0,184.0,128.0,78.0,26.0,22.0,16.0,22.0
Kimmer Coppejans,Hard,A,11.5,2.0,71.0,40.5,30.5,17.0,11.5,6.0,8.0
Kiranpal Pannu,Hard,A,6.5,5.5,68.0,40.0,25.5,10.0,8.5,5.0,8.5
Kyle Edmund,Clay,A,8.0,2.0,106.0,70.0,43.0,20.0,15.0,9.0,12.0
Kyle Edmund,Clay,M,1.0,2.5,54.0,33.0,19.0,7.0,8.5,2.0,6.0
Kyle Edmund,Hard,A,6.0,4.0,56.0,28.0,21.0,13.0,9.5,0.5,3.0
Kyle Edmund,Hard,G,2.0,2.0,81.0,45.0,24.0,13.0,12.0,3.0,10.0
Kyle Edmund,Hard,M,2.0,6.0,70.0,39.0,25.0,17.0,12.0,3.0,7.0
Laslo Djere,Clay,A,4.8,2.65,71.55,43.8,31.8,15.55,11.25,3.25,4.85
Laslo Djere,Clay,G,8.0,6.0,123.0,63.0,40.0,28.0,17.0,7.0,13.0
Laslo Djere,Clay,M,2.6666666666666665,2.8333333333333335,66.0,38.5,26.666666666666668,14.166666666666666,9.333333333333334,5.0,6.833333333333333
Laslo Djere,Grass,A,7.25,3.25,77.75,46.25,35.5,15.5,11.75,4.0,5.75
Laslo Djere,Grass,G,9.666666666666666,3.0,135.0,88.33333333333333,69.66666666666667,26.0,20.666666666666668,5.0,7.333333333333333
Laslo Djere,Hard,A,6.6923076923076925,2.5384615384615383,71.61538461538461,45.15384615384615,31.846153846153847,13.153846153846153,11.0,4.0,6.538461538461538
Laslo Djere,Hard,G,7.2,2.8,94.6,56.8,40.0,18.6,15.4,4.4,8.4
Laslo Djere,Hard,M,7.5,2.8333333333333335,87.33333333333333,51.166666666666664,35.333333333333336,17.833333333333332,11.333333333333334,5.666666666666667,8.0
Laurent Lokoli,Grass,G,6.0,11.0,120.0,78.0,52.0,18.0,19.0,5.0,11.0
Laurent Lokoli,Hard,A,11.0,3.0,128.0,76.0,53.0,27.0,16.0,10.0,12.0
Laurent Lokoli,Hard,G,11.0,8.0,145.0,91.0,64.0,25.0,24.0,5.0,11.0
Leandro Riedi,Hard,A,4.0,3.3333333333333335,69.0,43.0,27.333333333333332,14.333333333333334,10.333333333333334,4.666666666666667,7.0
Leandro Riedi,Hard,M,2.0,5.0,46.0,23.0,9.0,8.0,7.0,1.0,7.0
Learner Tien,Hard,G,4.0,6.0,116.0,71.0,38.0,17.0,14.0,17.0,25.0
Leo Borg,Clay,A,1.5,1.5,63.5,40.5,27.5,12.0,10.0,3.5,6.0
Leo Borg,Hard,A,2.0,6.0,59.0,38.0,28.0,4.0,9.0,5.0,9.0
Li Tu,Grass,A,4.666666666666667,2.3333333333333335,63.666666666666664,35.333333333333336,27.333333333333332,15.0,10.666666666666666,0.3333333333333333,2.3333333333333335
Li Tu,Hard,A,5.0,2.0,74.0,42.0,33.0,21.0,12.0,5.0,6.0
Liam Broady,Clay,A,0.0,1.0,50.0,35.0,17.0,7.0,7.0,6.0,10.0
Liam Broady,Grass,A,3.8,3.6,60.6,33.8,25.2,12.2,10.0,2.6,5.2
Liam Broady,Grass,G,4.0,3.6666666666666665,114.0,61.0,42.0,29.0,19.0,6.0,10.666666666666666
Liam Broady,Hard,A,2.25,2.75,73.5,39.25,26.75,15.25,10.75,3.75,7.5
Liam Krall,Hard,A,6.0,4.0,80.0,49.0,37.0,14.0,13.0,2.0,5.0
Lloyd Harris,Clay,A,1.0,0.0,55.0,38.0,24.0,9.0,9.0,4.0,7.0
Lloyd Harris,Clay,G,7.0,1.0,106.0,71.0,50.0,13.0,15.0,2.0,5.0
Lloyd Harris,Grass,A,14.2,1.6,70.4,46.6,38.4,13.6,11.4,3.0,3.4
Lloyd Harris,Grass,G,20.0,5.0,161.0,109.0,70.0,28.0,24.0,7.0,13.0
Lloyd Harris,Hard,A,14.333333333333334,3.8333333333333335,71.66666666666667,42.666666666666664,36.0,14.833333333333334,11.666666666666666,1.1666666666666667,2.1666666666666665
Lloyd Harris,Hard,G,13.5,3.75,120.25,77.25,55.5,21.0,18.75,5.25,8.5
Lloyd Harris,Hard,M,6.0,3.0,51.0,30.0,28.0,8.0,10.0,2.0,4.0
Lorenzo Giustino,Clay,A,1.0,2.0,46.0,31.0,20.0,4.0,8.0,0.0,4.0
Lorenzo Musetti,Clay,A,2.0625,1.5625,62.125,39.4375,27.0,11.5625,10.25,2.625,4.9375
Lorenzo Musetti,Clay,G,2.5,1.75,75.75,45.0,31.75,17.75,12.75,3.0,5.5
Lorenzo Musetti,Clay,M,3.25,1.5,70.0,46.375,31.0,12.0,10.875,4.5,7.25
Lorenzo Musetti,Grass,A,7.666666666666667,4.333333333333333,77.83333333333333,46.166666666666664,36.0,15.833333333333334,11.833333333333334,3.1666666666666665,4.833333333333333
Lorenzo Musetti,Grass,G,5.0,7.0,98.33333333333333,63.0,47.666666666666664,17.666666666666668,14.666666666666666,3.3333333333333335,4.333333333333333
Lorenzo Musetti,Hard,A,4.0,1.6666666666666667,56.166666666666664,33.416666666666664,24.166666666666668,12.25,9.25,1.6666666666666667,3.5833333333333335
Lorenzo Musetti,Hard,G,8.0,7.5,155.5,92.0,64.0,31.5,23.0,9.0,15.0
Lorenzo Musetti,Hard,M,3.3333333333333335,2.0,68.55555555555556,40.22222222222222,27.88888888888889,14.0,10.666666666666666,4.111111111111111,6.777777777777778
Lorenzo Sonego,Clay,A,3.5,2.5,71.5,49.5,36.0,11.666666666666666,11.666666666666666,3.5,5.333333333333333
Lorenzo Sonego,Clay,G,5.75,3.25,117.75,75.75,54.75,21.75,18.75,5.75,9.5
Lorenzo Sonego,Clay,M,3.1666666666666665,1.1666666666666667,67.5,44.0,30.166666666666668,11.5,10.166666666666666,4.0,6.166666666666667
Lorenzo Sonego,Grass,A,8.8,1.4,72.0,51.4,37.4,10.0,11.2,5.2,6.8
Lorenzo Sonego,Grass,G,8.0,3.0,117.0,85.0,68.0,20.0,22.0,4.0,6.0
Lorenzo Sonego,Hard,A,5.388888888888889,1.5,65.83333333333333,42.72222222222222,30.5,12.777777777777779,10.88888888888889,2.9444444444444446,5.0
Lorenzo Sonego,Hard,G,7.5,3.25,114.0,73.75,54.25,21.5,17.75,5.25,8.0
Lorenzo Sonego,Hard,M,5.636363636363637,2.272727272727273,71.45454545454545,46.36363636363637,34.36363636363637,12.272727272727273,11.272727272727273,3.8181818181818183,5.7272727272727275
Louis Wessels,Grass,A,5.0,4.0,91.0,61.0,44.0,14.0,14.0,9.0,11.0
Luca Nardi,Clay,A,1.0,1.0,55.0,37.0,19.0,7.0,9.0,6.0,11.0
Luca Nardi,Clay,M,1.3333333333333333,1.3333333333333333,64.0,41.666666666666664,24.333333333333332,10.333333333333334,10.666666666666666,1.3333333333333333,5.333333333333333
Luca Nardi,Hard,A,4.5,2.5,81.0,54.0,37.0,14.5,12.5,3.0,6.0
Luca Van Assche,Clay,A,2.2,2.9,80.0,47.5,32.5,14.9,11.8,5.3,8.8
Luca Van Assche,Clay,G,1.5,3.0,90.5,51.0,34.0,23.0,13.5,4.5,6.5
Luca Van Assche,Clay,M,3.0,2.0,80.0,49.0,27.0,15.0,11.0,5.0,10.0
Luca Van Assche,Grass,A,4.0,4.5,114.5,62.5,41.0,21.0,15.0,7.0,14.0
Luca Van Assche,Grass,G,6.0,6.0,148.0,88.0,53.0,35.0,21.0,14.0,20.0
Luca Van Assche,Hard,A,3.7142857142857144,3.142857142857143,82.57142857142857,47.142857142857146,33.57142857142857,20.285714285714285,13.142857142857142,4.285714285714286,6.714285714285714
Luca Van Assche,Hard,G,3.5,4.5,109.5,63.5,42.0,18.5,16.5,8.5,14.0
Luca Van Assche,Hard,M,6.0,3.0,89.0,55.5,34.0,17.5,15.0,3.0,8.5
Lucas Pouille,Clay,G,1.5,3.5,87.0,45.5,31.0,20.0,13.0,5.5,9.0
Luciano Darderi,Clay,A,2.5,1.5,58.5,28.0,21.5,15.5,10.0,3.0,5.0
Luciano Darderi,Hard,A,7.0,6.0,63.0,31.0,23.0,12.0,9.0,6.0,9.0
Lukas Klein,Hard,A,4.0,0.0,64.0,38.0,22.0,15.0,9.0,4.0,7.0
Luke Saville,Hard,A,6.0,2.0,83.0,51.0,35.0,13.0,10.0,9.0,11.0
Mackenzie Mcdonald,Clay,A,1.0,1.0,68.0,44.0,27.0,10.0,11.0,1.0,6.0
Mackenzie Mcdonald,Clay,G,4.0,9.0,125.0,78.0,53.0,14.0,16.0,12.0,19.0
Mackenzie Mcdonald,Clay,M,3.6666666666666665,1.3333333333333333,83.0,61.333333333333336,40.333333333333336,10.0,13.0,3.3333333333333335,7.0
Mackenzie Mcdonald,Grass,A,4.9,2.1,71.4,43.3,29.9,14.2,11.2,4.7,7.4
Mackenzie Mcdonald,Grass,G,6.0,8.0,141.0,88.0,61.0,27.0,22.0,7.0,11.0
Mackenzie Mcdonald,Hard,A,4.476190476190476,1.8571428571428572,63.42857142857143,40.19047619047619,28.142857142857142,11.714285714285714,10.619047619047619,2.5238095238095237,4.857142857142857
Mackenzie Mcdonald,Hard,G,9.6,3.0,122.2,78.4,55.0,22.8,18.2,7.4,11.0
Mackenzie Mcdonald,Hard,M,4.25,2.375,62.6875,39.0625,28.0625,12.75,9.75,3.375,5.0625
Malek Jaziri,Hard,A,2.0,2.0,37.0,16.0,8.0,6.0,7.0,0.0,5.0
Manas Dhamne,Hard,A,0.0,0.0,59.0,37.0,21.0,10.0,9.0,6.0,10.0
Marc Andrea Huesler,Clay,A,7.5,2.3333333333333335,85.83333333333333,50.5,35.5,18.333333333333332,13.666666666666666,3.6666666666666665,7.333333333333333
Marc Andrea Huesler,Clay,G,5.0,9.0,99.0,62.0,42.0,18.0,14.0,11.0,14.0
Marc Andrea Huesler,Clay,M,4.333333333333333,1.3333333333333333,93.0,53.333333333333336,34.333333333333336,18.666666666666668,13.666666666666666,6.0,11.666666666666666
Marc Andrea Huesler,Grass,A,8.5,3.75,73.0,40.75,30.25,19.25,11.25,5.0,6.0
Marc Andrea Huesler,Grass,G,30.0,7.0,173.0,104.0,88.0,35.0,29.0,2.0,4.0
Marc Andrea Huesler,Hard,A,7.083333333333333,2.3333333333333335,73.41666666666667,45.083333333333336,34.166666666666664,14.333333333333334,11.583333333333334,4.25,5.916666666666667
Marc Andrea Huesler,Hard,G,15.5,4.5,158.5,97.5,71.0,30.5,26.0,6.5,12.0
Marc Andrea Huesler,Hard,M,11.0,3.6666666666666665,94.33333333333333,55.333333333333336,40.666666666666664,20.0,15.333333333333334,4.0,6.333333333333333
Marc Polmans,Hard,A,5.5,2.0,46.5,33.0,23.0,5.5,7.5,2.5,4.5
Marco Cecchinato,Clay,A,3.5714285714285716,2.7857142857142856,72.07142857142857,45.142857142857146,30.071428571428573,13.214285714285714,11.0,4.0,7.214285714285714
Marco Cecchinato,Clay,G,3.0,1.0,112.0,72.0,35.0,19.0,12.0,6.0,13.0
Marco Cecchinato,Clay,M,3.8,2.4,77.4,46.4,32.0,17.4,11.0,6.2,7.8
Marco Cecchinato,Grass,A,4.0,1.0,72.0,44.0,27.0,14.0,9.0,11.0,14.0
Marco Cecchinato,Grass,G,8.0,8.0,134.0,85.0,53.0,22.0,18.0,11.0,17.0
Marco Cecchinato,Hard,A,2.6666666666666665,2.0,53.0,30.0,21.333333333333332,12.666666666666666,9.0,2.0,4.0
Marco Cecchinato,Hard,G,3.0,6.0,71.0,38.0,19.0,15.0,12.0,4.0,11.0
Marco Trungelliti,Clay,A,3.0,3.0,68.0,36.0,24.0,16.0,10.0,5.0,8.0
Marcos Giron,Clay,A,4.428571428571429,1.0,70.28571428571429,41.142857142857146,29.428571428571427,13.571428571428571,10.857142857142858,3.5714285714285716,5.857142857142857
Marcos Giron,Clay,G,5.333333333333333,2.3333333333333335,90.66666666666667,58.666666666666664,44.666666666666664,14.666666666666666,14.333333333333334,2.0,4.333333333333333
Marcos Giron,Clay,M,3.3333333333333335,1.3333333333333333,75.33333333333333,46.666666666666664,34.0,14.666666666666666,11.333333333333334,4.0,6.333333333333333
Marcos Giron,Grass,A,6.0,4.0,73.66666666666667,41.333333333333336,33.0,13.666666666666666,12.666666666666666,4.0,7.333333333333333
Marcos Giron,Grass,G,10.5,0.5,124.0,82.0,60.5,21.5,19.0,8.5,11.0
Marcos Giron,Hard,A,5.958333333333333,1.125,79.45833333333333,51.333333333333336,37.333333333333336,15.833333333333334,12.875,2.6666666666666665,4.791666666666667
Marcos Giron,Hard,G,3.5,2.0,72.0,44.0,24.0,13.0,12.0,5.0,11.0
Marcos Giron,Hard,M,4.444444444444445,1.5555555555555556,67.77777777777777,39.77777777777778,29.444444444444443,13.666666666666666,10.333333333333334,4.0,6.111111111111111
Marin Cilic,Clay,A,3.0,3.0,72.0,43.0,26.0,13.0,10.0,5.0,8.0
Marin Cilic,Hard,A,8.0,1.5,38.0,27.0,22.5,4.5,6.5,1.0,1.5
Mark Lajal,Hard,A,7.5,1.5,64.0,41.5,34.0,13.0,11.0,1.5,1.5
Marko Topo,Clay,A,4.0,2.0,71.0,41.0,25.0,12.0,9.0,4.0,8.0
